# address	blocked-by	reason	kind	semantic-state	evidence-providers	fingerprint
0x00434550	-	Collision and footing behavior are complete at 70.48%; direct, inverted, and switch forms leave only CAP-12 cold-block placement and scratch registers.
0x00434990	-	The complete gun-fire update scores 46.18%; three structured forms preserve input, timing, weapon dispatch, effects, sounds, and state but leave the CAP-09 FPO frame and register homes unresolved.
0x004354E0	-	The remaining scan loop needs source evidence for the selected-record lifetime order. Natural state and loop forms scored 49.16% to 55.15%.
0x004359D0	-	The candidate scan needs source evidence for its local lifetimes. Direction reordering stayed at 60.08%. Branch-local position loads scored 53.32% and 40.43%.
0x004398B0	-	2176-byte post-game screen loop depends on an undeclared 64-entry particle record, several unresolved globals, and intertwined animation/input/fade state; no reference analogue or reconstructed sibling
0x0043C750	-	The function cyclically reorders 0x30-byte animation track records, but metadata fields at +0x0A/+0x12/+0x1A/+0x22 and +0x24..+0x2F have no corroborated roles or typed readers; completing it would require guessed layout names
0x0043D9E0	-	Needs source evidence for the component evaluation order. Five natural forms did not reproduce the retail register schedule.
0x0043E6E0	-	The game-state field roles and source branch structure remain unresolved. Caller and callee evidence does not identify the remaining fields or branches.
0x0043F3D0	0x0043D9E0,0x00451280	The function needs the proven projection and world-to-view local-lifetime models.
0x004402B0	0x0043F3D0,0x004885C0	The function needs the portal visibility traversal and sector lookup.
0x00445720	-	The complete typed shadow draw path scores 54.43%; six forms preserve the quad data and call but leave stack-slot and assignment scheduling differences.
0x00445980	-	The typed body scores 45.14%. Packed particle color scores 45.23%. A volatile dead byte scores 63.18%, but its source model lacks evidence. The texture-index and render-state lifetimes remain unknown.
0x00447D40	-	Natural cursor initialization and fallback-store ordering preserve the 87.32% result; the remaining differences are pointer-address folding and independent store scheduling, with behavior and data model already established.
0x0044E710	-	Needs source evidence for the segment pointer anchors and scratch-vector lifetimes; one explicit position-pointer form caused only an unrelated register-allocation change.
0x0044EB90	-	The complete typed kite-tail draw path remains below 50%; three structural forms leave the CAP-03 register homes and one packed-colour stack slot unresolved.
0x0044F010	-	The complete precipitation draw path scores 37.84%; four forms preserve the layout and draw call but leave the FPO frame and conversion schedule unresolved.
0x0044F200	-	Collision, projection, visibility tests, and typed record writes agree. The remaining CAP-28 difference is FPO frame-slot reuse.	compiler-codegen	ready	-	836efe78510de38a
0x0044F880	-	The large conversion body needs a verified variable-lifetime and control-flow model; the natural row-destination form scores 21.41%.
0x00450E50	-	The complete unrolled three-point transform and projection model scores 20.86%. It preserves the typed Vector3I16 inputs, zero-depth guard, six SoftwareRasterVertex writes, and averaged depth return, but VC6 emits different input-copy widths, stack lifetimes, and register scheduling. The same source model and padded Vector4I16 variants already fail ProjectQuad.	compiler-codegen	ready	-	bf9716ed05d4b345
0x00451280	-	Semantics and ABI are recovered, but VC6 eliminates the retail dead transformed-X fields. Direct locals scored 36.05%, address helper 34.76%, volatile outputs 29.98%, Vector4 results 32.41%, and in-place Vector4 results 32.62%. Revisit if new evidence identifies the original transform idiom.	compiler-codegen	ready	-	898604d31e770e7b
0x00461D20	-	The complete RasterizeTexturedRect555 analogue has the same 626-instruction structure but measures only 24.90%; cloning its 565 constants would create a new sub-threshold target without a resolved shared rasterizer source model
0x0047B170	-	5776-byte RNC Method 2 decompressor has seven interdependent decode-loop gotos and no reference implementation; current 16.99% body requires an algorithm-level reconstruction, not a local control-flow cleanup
0x0047D120	-	Retail uses an EBP frame with five locals; the complete one-shot clear uses an FPO frame, and a for-loop form emits the wrong REP STOSD body.
0x0047D4E0	-	Retail uses an EBP frame and a scaled index. For, do-while, and while loops all produce the same 13.04% FPO reverse-pointer body.
0x0047D650	-	Retail uses an EBP frame and duplicate EDI save; the typed 0x4C-stride loop is complete, and no natural source form reproduces the frame.
0x00480660	0x00482A00	The ABI and CollisionSweep layout are understood, but two natural complete implementations scored 15.65% and 10.37%. The shared low score indicates the sweep source model or intermediate-width model is wrong; ResolveSubstep remains unstarted, so more caller reconstruction is required before banking this target.
0x00480AE0	-	OpenCrashWOC InsidePolLines confirms the dominant-axis order and InsideLineF expressions. The reference-shaped inline helper stays at 18.06%. The Toy Story 2 tolerance extension still has an unknown local-lifetime model.	source-form	uncertain	0x0043FEF0,0x0048B750	7be192e69ab9c0e9
0x00481140	-	Typed projection semantics are complete; four natural forms leave the retail expanded no-frame layout unresolved, and the clearest form scores 19.61%.
0x004813B0	-	Complete behavior and ABI recovered, but natural structured body scored 55.26% and function-scope scalar form scored 68.26%. Remaining diff depends on unproven original local lifetimes and stack spills; needs source-model evidence before promotion.
0x00481D00	-	needs original collision-sweep source evidence for the scalar lifetimes and 0x2C stack-frame model; vertex reuse scored 50.23% and named-distance and early-return forms scored 49.65% against the current 53.00%
0x00483EF0	0x00482A00,0x00484380	Depends directly on unstarted ResolveSubstep and unfinished Buzz::ResolveCollisions; it also consumes packed collision-face normals and secondary-face state across unresolved parameters, so the full typed ABI and control flow are not yet supported.
0x00486520	-	A complete typed shared geometry model preserved behavior but measured 4.19%; retail hand-specializes static and rotated triangle and quad paths, so the original source structure remains unresolved and the target is below the validation gate
0x00487B20	0x0048B750	Two complete natural forms scored 19.41% and 19.31%. Together with SweepWallSegments at 15.65%/10.37%, the repeated sub-50 result rejects the shared edge-sweep source model despite a confirmed ABI and behavior; reconstruct SweepAgainstCandidates or the original intermediate-width model first.
0x004885C0	-	Leaf body depends on unresolved collision-tree node and face layouts; callers are unfinished and the decompilation exposes many unnamed fields, so a plausible typed implementation is not yet supported.
0x00488E10	-	Behavior, ABI, platform fields, and fixed-point rotation composition are recovered, but a natural structured implementation with inline rotation helpers scored 12.15%. Retail depends on monolithic expression and local-lifetime structure not proven by current evidence.
0x00489C30	-	The complete typed reconstruction uses a 0x9070-byte frame but differs in array positions, loop cursors, and register lifetimes. Natural forms scored 14.71% to 17.30%.
0x0048A4C0	-	The remaining mismatch needs source evidence for the axis-local lifetimes and frame layout. Parameter reuse scored 47.50%. Interleaved axis locals stayed at 53.31%.
0x0048ACC0	-	Two complete typed command-switch forms scored 20.34% and 11.48%. Reproducing the retail inlined velocity stores made the result worse, so the shared motion/control-flow model is rejected; reconstruct an original command abstraction or smaller caller-side prerequisite first.
0x0048C030	-	Behavior, two-argument ABI, moving-platform transform, and both packed-face tests are recovered, but the natural structured implementation scored 11.91%. Retail uses a shared 0xB4-byte local model not supported by current type evidence; needs that source model before promotion.
0x0048F1B0	-	Incrementing the parameter and materializing indexed ID/pointer pairs improves 63.01% to 67.65%, but the compiler still saves EDI in the prologue instead of after range validation. The improved complete form remains below the 75% validation threshold.
0x00490B90	-	All six natural temporary orders and right-first product spelling compile to the same 65.71% or 32.50% regalloc patterns; ABI, alias-safe temporaries, arithmetic, and stores are otherwise confirmed
0x00490EE0	-	No callers or x-refs are known, and Ghidra cannot form a function body at the authoritative map start; the many-argument ABI is not recoverable from raw disassembly alone
0x00491F20	-	No callers or x-refs are known, and Ghidra cannot form a function body at the authoritative map start; the many-argument ABI is not recoverable from raw disassembly alone
0x00492F70	-	The function has no direct callers. Its ten-argument ABI and render-state globals do not identify a complete source interface.
0x004946A0	-	The typed tiled-sprite path scores 56.00%; four credible forms leave the verified CAP-24 x87 divisor spill and evaluation schedule.
0x00494820	-	The typed virtual-width sprite path scores 57.14%; four credible forms leave the verified CAP-24 x87 divisor spill and evaluation schedule.
0x0049EBA0	-	signed int16 global is confirmed by matched GetCurButtonsPressed; cached-reference baseline scores 51.85%, while direct-table forms with a local or split assignment score 14.81% and leave an unsupported load-width/address-mode mismatch
0x0049EE50	-	The complete light selection stays at 50.67%. Typed structure and lifetime cursors only change the cursor register, bound form, or saved x register.
0x0049F350	-	The complete light initializer stays at 63.41%. Direct level-index reads regress to 56.41%, and only zero-store selection and data labels remain.
0x0049F400	-	Natural scalar shift, sum-order, staged-sum, and conditional-return forms compile identically; a typed Vector3I delta regresses, so no evidence-backed source form explains the remaining register allocation
0x0049FAB0	-	typed Vector3I source is semantically complete; direct fields regress to 29.13%, a RecordData cursor regresses to 50.00% and adds opaque-slot debt, while the remaining base-anchor/register cascade matches CAP-03	compiler-codegen	ready	-	8f6af8e092e00e90
0x004A0F80	-	Complete natural switch model scored 44.59%; distinct branch vectors and corrected exit-launch yaw scored 47.71%. Retail stack lifetime and shared gadget-case control flow remain unresolved.
0x004A2C20	-	the indexed token loop emits retail's exact zero-store widths; replacing it with a constant-size memset regresses 22.86% to 6.25%, while the remaining difference is whole-body EAX/EDX allocation plus lazy EDI-save scheduling
0x004A3E60	-	do-while, structured while, and explicit-break search forms all score 76.47%; sibling UpdateChannels confirms the remaining pointer-bound JL/JB difference, while this function also retains the known forward-exit JAE+JMP inversion and tail-return merge
0x004A4F80	-	The complete rocket-boots camera update scores 70.97%; a typed yaw pointer and reversed local declaration order are neutral, leaving only whole-function register allocation.
0x004A5870	-	The complete typed segment-versus-actor sweep remains below 50%; two natural forms preserve filters, transforms, intersection, movement, and damage but leave the stack and register model unresolved.
0x004ABF00	-	local-before-if, branch-local, condition-assignment, and direct-global forms leave only lazy ESI-save scheduling plus an operator-delete label mismatch
0x004B3A20	-	The complete allocation, zeroing, list insertion, default type, and ID behavior is established. Natural post-increment and assignment-order forms remain at 78.87%; the residual diff is register allocation around independent 16-bit loads and stores.
0x004B89B0	-	The typed allocation flow is complete at 89.47%. Early failure handling regresses, and only callee-saved register scheduling remains.
0x004BA1F0	-	The complete typed frustum test scores 60.18%; the remaining result, center, and plane-index register homes match CAP-03.
0x004BCB60	-	the two warning globals are write-only zeroed state with no readers, strings, or cross-function role evidence
0x004BE0B0	-	Retail is a 7890-byte four-edge polygon clipper; the two scratch-buffer layouts and original pass structure are not corroborated, so a generic clipper would not establish code fidelity
0x004C0320	0x004BD040	4480-byte projection/splitting routine depends on unresolved 0x004BD040 and multiple unnamed constants; not a session-sized prerequisite
0x004C2A70	-	retail materializes the previous-link address, but direct, pointer, and reference source forms compile identically; no supported nested list abstraction is known
0x004CDC20	-	The complete typed actor render loop scores 58.06%; parameter reuse regresses to 55.28%, and a combined guard is neutral. The remaining lazy register saves and loop register homes require original source evidence.
0x004CE380	-	The complete typed DirectDraw flow scores 60.10%; the remaining retail C-interface CreateSurface expansion cannot be expressed with the repository's supported C++ interface form.
